#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_007795.1	255367	256071	-	3919254	-	SAOUHSC_00234	YP_498829.1	234	-	hypothetical protein SAOUHSC_00234
chr	NC_007795.1	256220	257011	+	3919255	-	SAOUHSC_00235	YP_498830.1	263	-	hypothetical protein SAOUHSC_00235
chr	NC_007795.1	257027	258463	+	3919256	-	SAOUHSC_00236	YP_498831.1	478	-	6-phospho-beta-glucosidase
chr	NC_007795.1	258896	259657	-	3919257	-	SAOUHSC_00237	YP_498832.1	253	-	hypothetical protein SAOUHSC_00237
chr	NC_007795.1	259676	259810	+	3919258	-	SAOUHSC_00238	YP_498833.1	44	-	hypothetical protein SAOUHSC_00238
chr	NC_007795.1	259908	260822	-	3919259	-	SAOUHSC_00239	YP_498834.1	304	-	ribokinase
chr	NC_007795.1	260850	261254	-	3919260	-	SAOUHSC_00240	YP_498835.1	134	-	D-ribose pyranase
chr	NC_007795.1	261269	262150	-	3919261	-	SAOUHSC_00241	YP_498836.1	293	-	hypothetical protein SAOUHSC_00241
chr	NC_007795.1	262382	263380	-	3919262	-	SAOUHSC_00242	YP_498837.1	332	-	hypothetical protein SAOUHSC_00242
chr	NC_007795.1	263531	263710	+	3919263	-	SAOUHSC_00243	YP_498838.1	59	-	NADH dehydrogenase subunit
chr	NC_007795.1	263760	264152	+	3919264	-	SAOUHSC_00244	YP_498839.1	130	-	hypothetical protein SAOUHSC_00244
chr	NC_007795.1	264825	266201	-	3919266	-	SAOUHSC_00246	YP_498841.1	458	-	drug transporter
chr	NC_007795.1	266435	267427	+	3919267	-	SAOUHSC_00247	YP_498842.1	330	-	hypothetical protein SAOUHSC_00247
chr	NC_007795.1	267753	268703	+	3919268	-	SAOUHSC_00248	YP_498843.1	316	-	peptidoglycan hydrolase
chr	NC_007795.1	268755	269414	-	3919269	-	SAOUHSC_00249	YP_498844.1	219	-	hypothetical protein SAOUHSC_00249
chr	NC_007795.1	269428	270348	-	3919270	-	SAOUHSC_00250	YP_498845.1	306	-	hypothetical protein SAOUHSC_00250
chr	NC_007795.1	270345	271511	-	3919271	-	SAOUHSC_00251	YP_498846.1	388	-	hypothetical protein SAOUHSC_00251
chr	NC_007795.1	271579	273102	-	3919272	-	SAOUHSC_00253	YP_498847.1	507	-	hypothetical protein SAOUHSC_00253
chr	NC_007795.1	273373	274026	+	3919196	-	SAOUHSC_00254	YP_498848.1	217	-	hypothetical protein SAOUHSC_00254
chr	NC_007795.1	274060	274647	+	3919197	-	SAOUHSC_00255	YP_498849.1	195	-	hypothetical protein SAOUHSC_00255
chr	NC_007795.1	274790	275683	-	3919198	-	SAOUHSC_00256	YP_498850.1	297	-	hypothetical protein SAOUHSC_00256
chr	NC_007795.1	275931	276224	+	3919199	-	SAOUHSC_00257	YP_498851.1	97	-	hypothetical protein SAOUHSC_00257
chr	NC_007795.1	276308	279337	+	3919200	-	SAOUHSC_00258	YP_498852.1	1009	-	hypothetical protein SAOUHSC_00258
chr	NC_007795.1	279337	279795	+	3919201	-	SAOUHSC_00259	YP_498853.1	152	-	hypothetical protein SAOUHSC_00259
chr	NC_007795.1	279728	280009	+	3919202	-	SAOUHSC_00260	YP_498854.1	93	-	hypothetical protein SAOUHSC_00260
chr	NC_007795.1	280022	281356	+	3919203	-	SAOUHSC_00261	YP_498855.1	444	-	hypothetical protein SAOUHSC_00261
chr	NC_007795.1	281378	285817	+	3919204	-	SAOUHSC_00262	YP_498856.1	1479	-	hypothetical protein SAOUHSC_00262
chr	NC_007795.1	285847	286239	+	3919205	-	SAOUHSC_00264	YP_498857.1	130	-	hypothetical protein SAOUHSC_00264
chr	NC_007795.1	286255	286569	+	3919206	-	SAOUHSC_00265	YP_498858.1	104	-	hypothetical protein SAOUHSC_00265
chr	NC_007795.1	286569	287243	+	3919207	-	SAOUHSC_00266	YP_498859.1	224	-	hypothetical protein SAOUHSC_00266
chr	NC_007795.1	287243	287560	+	3919208	-	SAOUHSC_00267	YP_498860.1	105	-	hypothetical protein SAOUHSC_00267
chr	NC_007795.1	287570	289414	+	3919209	-	SAOUHSC_00268	YP_498861.1	614	-	hypothetical protein SAOUHSC_00268
chr	NC_007795.1	289425	289916	+	3919210	-	SAOUHSC_00269	YP_498862.1	163	-	hypothetical protein SAOUHSC_00269
chr	NC_007795.1	290124	290807	+	3919211	-	SAOUHSC_00270	YP_498863.1	227	-	hypothetical protein SAOUHSC_00270
chr	NC_007795.1	290954	291565	+	3919212	-	SAOUHSC_00271	YP_498864.1	203	-	hypothetical protein SAOUHSC_00271
chr	NC_007795.1	291701	291919	+	3919213	-	SAOUHSC_00272	YP_498865.1	72	-	hypothetical protein SAOUHSC_00272
chr	NC_007795.1	292051	292551	+	3919214	-	SAOUHSC_00274	YP_498866.1	166	-	hypothetical protein SAOUHSC_00274
chr	NC_007795.1	292562	293062	+	3919215	-	SAOUHSC_00275	YP_498867.2	166	-	hypothetical protein SAOUHSC_00275
chr	NC_007795.1	293073	293573	+	3918960	-	SAOUHSC_00276	YP_498868.1	166	-	hypothetical protein SAOUHSC_00276
chr	NC_007795.1	293584	294084	+	3918961	-	SAOUHSC_00277	YP_498869.1	166	-	hypothetical protein SAOUHSC_00277
chr	NC_007795.1	294095	294583	+	3918962	-	SAOUHSC_00278	YP_498870.1	162	-	hypothetical protein SAOUHSC_00278
chr	NC_007795.1	295206	295580	+	3918963	-	SAOUHSC_00279	YP_498871.1	124	-	hypothetical protein SAOUHSC_00279
chr	NC_007795.1	295733	296131	+	3918964	-	SAOUHSC_00280	YP_498872.1	132	-	hypothetical protein SAOUHSC_00280
chr	NC_007795.1	296347	297171	-	3918965	-	SAOUHSC_00281	YP_498873.1	274	-	hypothetical protein SAOUHSC_00281
chr	NC_007795.1	297408	298685	-	3918966	-	SAOUHSC_00282	YP_498874.1	425	-	branched-chain amino acid transport system II carrier protein
chr	NC_007795.1	299299	300189	+	3918967	-	SAOUHSC_00284	YP_498875.1	296	-	5\'-nucleotidase
chr	NC_007795.1	300438	301487	+	3918968	-	SAOUHSC_00285	YP_498877.1	349	-	hypothetical protein SAOUHSC_00285
chr	NC_007795.1	301500	302177	+	3918969	-	SAOUHSC_00287	YP_498878.1	225	-	ABC transporter ATP-binding protein
chr	NC_007795.1	302336	302476	-	3918970	-	SAOUHSC_00289	YP_498879.1	46	-	hypothetical protein SAOUHSC_00289
chr	NC_007795.1	302466	303416	+	3918971	-	SAOUHSC_00290	YP_498880.1	316	-	hypothetical protein SAOUHSC_00290
chr	NC_007795.1	303759	304877	+	3918972	-	SAOUHSC_00291	YP_498881.1	372	-	PfkB family carbohydrate kinase
chr	NC_007795.1	304852	305775	+	3918973	-	SAOUHSC_00292	YP_498882.1	307	-	hypothetical protein SAOUHSC_00292
chr	NC_007795.1	305786	307006	+	3918974	-	SAOUHSC_00293	YP_498883.1	406	-	hypothetical protein SAOUHSC_00293
chr	NC_007795.1	307111	308643	-	3918975	-	SAOUHSC_00294	YP_498884.1	510	-	hypothetical protein SAOUHSC_00294
chr	NC_007795.1	308683	309564	-	3918976	-	SAOUHSC_00295	YP_498885.1	293	-	N-acetylneuraminate lyase
chr	NC_007795.1	309722	310582	+	3918977	-	SAOUHSC_00296	YP_498886.1	286	-	ROK family protein
chr	NC_007795.1	310860	311660	-	3918978	-	SAOUHSC_00297	YP_498887.1	266	-	hypothetical protein SAOUHSC_00297
chr	NC_007795.1	311800	312468	+	3919525	-	SAOUHSC_00298	YP_498888.1	222	-	N-acetylmannosamine-6-phosphate 2-epimerase
chr	NC_007795.1	312595	313908	-	3919526	-	SAOUHSC_00299	YP_498889.1	437	-	hypothetical protein SAOUHSC_00299
chr	NC_007795.1	314326	316398	+	3919527	-	SAOUHSC_00300	YP_498890.1	690	-	lipase
chr	NC_007795.1	316640	317467	-	3919528	-	SAOUHSC_00301	YP_498891.1	275	-	hypothetical protein SAOUHSC_00301
chr	NC_007795.1	317540	318739	-	3919529	-	SAOUHSC_00302	YP_498892.1	399	-	hypothetical protein SAOUHSC_00302
chr	NC_007795.1	318835	318927	+	3919530	-	SAOUHSC_00303	YP_498893.1	30	-	hypothetical protein SAOUHSC_00303
chr	NC_007795.1	319041	320042	+	3919531	-	SAOUHSC_00304	YP_498894.1	333	-	hypothetical protein SAOUHSC_00304
chr	NC_007795.1	320076	320408	+	3919532	-	SAOUHSC_00305	YP_498895.2	110	-	hypothetical protein SAOUHSC_00305
chr	NC_007795.1	320409	321209	+	3919533	-	SAOUHSC_00306	YP_498896.1	266	-	hypothetical protein SAOUHSC_00306
chr	NC_007795.1	321199	322143	+	3919534	-	SAOUHSC_00307	YP_498897.1	314	-	hypothetical protein SAOUHSC_00307
chr	NC_007795.1	322121	323143	+	3919535	-	SAOUHSC_00308	YP_498898.1	340	-	hypothetical protein SAOUHSC_00308
chr	NC_007795.1	323458	324483	+	3919536	-	SAOUHSC_00309	YP_498899.1	341	-	hypothetical protein SAOUHSC_00309
chr	NC_007795.1	324576	325922	-	3919537	ulaA	SAOUHSC_00310	YP_498900.1	448	-	PTS system ascorbate-specific transporter subunit IIC
chr	NC_007795.1	325937	326221	-	3919538	-	SAOUHSC_00311	YP_498901.1	94	-	hypothetical protein SAOUHSC_00311
chr	NC_007795.1	326223	326666	-	3919539	-	SAOUHSC_00312	YP_498902.1	147	-	hypothetical protein SAOUHSC_00312
chr	NC_007795.1	326671	328626	-	3919540	-	SAOUHSC_00313	YP_498903.1	651	-	hypothetical protein SAOUHSC_00313
chr	NC_007795.1	328838	329257	+	3919541	-	SAOUHSC_00314	YP_498904.1	139	-	hypothetical protein SAOUHSC_00314
chr	NC_007795.1	329364	330719	+	3919542	-	SAOUHSC_00315	YP_498905.1	451	-	hypothetical protein SAOUHSC_00315
chr	NC_007795.1	330823	331263	+	3919543	-	SAOUHSC_00316	YP_498906.1	146	-	hypothetical protein SAOUHSC_00316
chr	NC_007795.1	331346	332704	-	3919544	-	SAOUHSC_00317	YP_498907.1	452	-	glycerol-3-phosphate transporter
chr	NC_007795.1	333012	333938	+	3919584	-	SAOUHSC_00318	YP_498908.1	308	-	hypothetical protein SAOUHSC_00318
chr	NC_007795.1	333952	335013	+	3919585	-	SAOUHSC_00319	YP_498909.1	353	-	hypothetical protein SAOUHSC_00319
chr	NC_007795.1	335027	335593	+	3919586	-	SAOUHSC_00320	YP_498910.1	188	-	NADPH-dependent FMN reductase
chr	NC_007795.1	335653	336648	-	3919587	-	SAOUHSC_00322	YP_498911.1	331	-	hypothetical protein SAOUHSC_00322
chr	NC_007795.1	336647	337054	+	3919588	-	SAOUHSC_00323	YP_498912.1	135	-	hypothetical protein SAOUHSC_00323
chr	NC_007795.1	337067	337612	+	3919589	-	SAOUHSC_00324	YP_498913.1	181	-	ribosomal-protein-serine acetyltransferase
chr	NC_007795.1	337880	338734	+	3919590	-	SAOUHSC_00325	YP_498914.1	284	-	hypothetical protein SAOUHSC_00325
chr	NC_007795.1	338731	339960	+	3919591	-	SAOUHSC_00326	YP_498915.1	409	-	hypothetical protein SAOUHSC_00326
chr	NC_007795.1	339971	341653	+	3919592	-	SAOUHSC_00327	YP_498916.1	560	-	hypothetical protein SAOUHSC_00327
chr	NC_007795.1	341746	342402	-	3919593	-	SAOUHSC_00328	YP_498917.1	218	-	hypothetical protein SAOUHSC_00328
chr	NC_007795.1	342464	342688	-	3919594	-	SAOUHSC_00329	YP_498918.1	74	-	mttA/Hcf106 family protein-like protein
chr	NC_007795.1	342788	343177	-	3919595	-	SAOUHSC_00330	YP_498919.1	129	-	hypothetical protein SAOUHSC_00330
chr	NC_007795.1	343418	343621	+	3919596	-	SAOUHSC_00331	YP_498920.1	67	-	hypothetical protein SAOUHSC_00331
chr	NC_007795.1	343618	344331	+	3919597	-	SAOUHSC_00332	YP_498921.1	237	-	hypothetical protein SAOUHSC_00332
chr	NC_007795.1	344356	345198	+	3919598	-	SAOUHSC_00333	YP_498922.1	280	-	ABC transporter ATP-binding protein
chr	NC_007795.1	345198	345827	+	3919599	-	SAOUHSC_00334	YP_498923.1	209	-	hypothetical protein SAOUHSC_00334
chr	NC_007795.1	346194	347327	-	3919600	-	SAOUHSC_00335	YP_498924.1	377	-	hypothetical protein SAOUHSC_00335
chr	NC_007795.1	347866	349047	+	3919601	-	SAOUHSC_00336	YP_498926.1	393	-	acetyl-CoA acetyltransferase
chr	NC_007795.1	349130	349882	-	3919602	-	SAOUHSC_00337	YP_498927.1	250	-	hypothetical protein SAOUHSC_00337
chr	NC_007795.1	349925	352153	-	3921812	-	SAOUHSC_00338	YP_498928.1	742	-	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
chr	NC_007795.1	352150	353991	-	3921813	-	SAOUHSC_00339	YP_498929.1	613	-	bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
chr	NC_007795.1	353960	355120	-	3921814	-	SAOUHSC_00340	YP_498930.1	386	-	trans-sulfuration enzyme family protein
chr	NC_007795.1	355117	356220	-	3921815	-	SAOUHSC_00341	YP_498931.1	367	-	hypothetical protein SAOUHSC_00341
chr	NC_007795.1	356884	357729	+	3921816	-	SAOUHSC_00342	YP_498932.1	281	-	ParB family chromosome partioning protein
chr	NC_007795.1	357886	358767	+	3921817	-	SAOUHSC_00344	YP_498933.1	293	-	hypothetical protein SAOUHSC_00344
chr	NC_007795.1	358797	359000	+	3921818	-	SAOUHSC_00345	YP_498934.1	67	-	hypothetical protein SAOUHSC_00345
chr	NC_007795.1	359012	360109	+	3921819	-	SAOUHSC_00346	YP_498935.1	365	-	GTP-dependent nucleic acid-binding protein EngD
chr	NC_007795.1	360195	360386	-	3921820	-	SAOUHSC_00347	YP_498936.1	63	-	hypothetical protein SAOUHSC_00347
chr	NC_007795.1	360630	360926	+	3921821	rpsF	SAOUHSC_00348	YP_498937.1	98	-	30S ribosomal protein S6
chr	NC_007795.1	360947	361450	+	3921822	-	SAOUHSC_00349	YP_498938.1	167	-	bacteriophage L54a single-stranded DNA binding protein
chr	NC_007795.1	361502	361744	+	3921823	rpsR	SAOUHSC_00350	YP_498939.1	80	-	30S ribosomal protein S18
chr	NC_007795.1	362010	362948	-	3921824	-	SAOUHSC_00351	YP_498940.1	312	-	hypothetical protein SAOUHSC_00351
chr	NC_007795.1	362987	363298	-	3921825	-	SAOUHSC_00352	YP_498941.1	103	-	integrase-like protein
chr	NC_007795.1	363376	363534	-	3921826	-	SAOUHSC_00353	YP_498942.1	52	-	hypothetical protein SAOUHSC_00353
chr	NC_007795.1	363894	364505	+	3921827	-	SAOUHSC_00354	YP_498943.1	203	-	hypothetical protein SAOUHSC_00354
chr	NC_007795.1	364874	365242	+	3921828	-	SAOUHSC_00355	YP_498944.1	122	-	hypothetical protein SAOUHSC_00355
chr	NC_007795.1	365423	365995	+	3921829	-	SAOUHSC_00356	YP_498945.1	190	-	hypothetical protein SAOUHSC_00356
chr	NC_007795.1	366133	366396	-	3921830	-	SAOUHSC_00357	YP_498946.1	87	-	hypothetical protein SAOUHSC_00357
chr	NC_007795.1	366696	366947	+	3921831	-	SAOUHSC_00358	YP_498947.1	83	-	hypothetical protein SAOUHSC_00358
chr	NC_007795.1	366986	367195	-	3921677	-	SAOUHSC_A00354	YP_498948.1	69	-	hypothetical protein SAOUHSC_A00354
chr	NC_007795.1	367373	367954	+	3919779	-	SAOUHSC_00359	YP_498949.1	193	-	phosphoglycerate mutase family protein
chr	NC_007795.1	368020	368403	-	3919780	-	SAOUHSC_00360	YP_498950.1	127	-	hypothetical protein SAOUHSC_00360
chr	NC_007795.1	368658	369284	-	3919781	-	SAOUHSC_00362	YP_498951.1	208	-	hypothetical protein SAOUHSC_00362
chr	NC_007795.1	369357	369650	-	3919782	-	SAOUHSC_00363	YP_498952.1	97	-	hypothetical protein SAOUHSC_00363
chr	NC_007795.1	369729	371252	-	3919783	-	SAOUHSC_00364	YP_498953.1	507	-	alkyl hydroperoxide reductase subunit F
chr	NC_007795.1	371268	371837	-	3919784	-	SAOUHSC_00365	YP_498954.1	189	-	alkyl hydroperoxide reductase subunit C
chr	NC_007795.1	372329	373084	+	3919785	-	SAOUHSC_00366	YP_498955.1	251	-	NAD(P)H-flavin oxidoreductase
chr	NC_007795.1	373165	374553	-	3919786	-	SAOUHSC_00367	YP_498956.1	462	-	hypothetical protein SAOUHSC_00367
chr	NC_007795.1	374638	374739	+	3919787	-	SAOUHSC_00368	YP_498957.1	33	-	hypothetical protein SAOUHSC_00368
chr	NC_007795.1	375530	376486	-	3919788	-	SAOUHSC_00369	YP_498958.1	318	-	hypothetical protein SAOUHSC_00369
chr	NC_007795.1	376604	377266	-	3919789	-	SAOUHSC_00370	YP_498959.1	220	-	hypothetical protein SAOUHSC_00370
chr	NC_007795.1	377409	377816	-	3919790	-	SAOUHSC_00371	YP_498960.1	135	-	hypothetical protein SAOUHSC_00371
chr	NC_007795.1	378329	378907	+	3919791	-	SAOUHSC_00372	YP_498961.1	192	-	xanthine phosphoribosyltransferase
chr	NC_007795.1	378907	380175	+	3919792	-	SAOUHSC_00373	YP_498962.1	422	-	xanthine permease
chr	NC_007795.1	380213	381679	+	3919793	-	SAOUHSC_00374	YP_498963.1	488	-	inosine-5\'-monophosphate dehydrogenase
chr	NC_007795.1	381704	383245	+	3919794	guaA	SAOUHSC_00375	YP_498964.1	513	-	GMP synthase
chr	NC_007795.1	383358	383894	-	3919795	-	SAOUHSC_00376	YP_498965.1	178	-	hypothetical protein SAOUHSC_00376
chr	NC_007795.1	384287	384991	-	3919796	-	SAOUHSC_00377	YP_498966.1	234	-	hypothetical protein SAOUHSC_00377
chr	NC_007795.1	385390	385662	-	3919797	-	SAOUHSC_00378	YP_498967.1	90	-	hypothetical protein SAOUHSC_00378
chr	NC_007795.1	385923	386075	-	16830698	-	SAOUHSC_00381a	YP_008530238.1	50	-	hypothetical protein SAOUHSC_00381a
chr	NC_007795.1	386599	386958	-	3919118	-	SAOUHSC_00381	YP_498969.1	119	-	hypothetical protein SAOUHSC_00381
chr	NC_007795.1	386977	387822	-	3919119	-	SAOUHSC_00382	YP_498970.1	281	-	hypothetical protein SAOUHSC_00382
chr	NC_007795.1	388294	388974	+	3919120	-	SAOUHSC_00383	YP_498971.1	226	-	superantigen-like protein
chr	NC_007795.1	389260	389955	+	3919121	-	SAOUHSC_00384	YP_498972.1	231	-	superantigen-like protein
chr	NC_007795.1	390246	391316	+	3919122	-	SAOUHSC_00386	YP_498973.1	356	-	superantigen-like protein
chr	NC_007795.1	391435	391572	+	3919123	-	SAOUHSC_00387	YP_498974.1	45	-	hypothetical protein SAOUHSC_00387
chr	NC_007795.1	391681	392607	+	3919124	-	SAOUHSC_00389	YP_498975.1	308	-	superantigen-like protein
chr	NC_007795.1	392971	393675	+	3919125	-	SAOUHSC_00390	YP_498976.1	234	-	superantigen-like protein 5
chr	NC_007795.1	394121	394816	+	3919126	-	SAOUHSC_00391	YP_498978.1	231	-	superantigen-like protein
chr	NC_007795.1	395237	395932	+	3919127	-	SAOUHSC_00392	YP_498979.1	231	-	superantigen-like protein 7
chr	NC_007795.1	396276	396974	+	3919128	-	SAOUHSC_00393	YP_498980.1	232	-	superantigen-like protein
chr	NC_007795.1	397354	398052	+	3919129	-	SAOUHSC_00394	YP_498981.1	232	-	superantigen-like protein
chr	NC_007795.1	398418	399101	+	3919130	-	SAOUHSC_00395	YP_498982.1	227	-	superantigen-like protein
chr	NC_007795.1	399186	399287	-	3919131	-	SAOUHSC_00396	YP_498983.1	33	-	hypothetical protein SAOUHSC_00396
chr	NC_007795.1	399449	400921	+	3919132	-	SAOUHSC_00397	YP_498984.1	490	-	type I restriction-modification system subunit M
chr	NC_007795.1	400914	402125	+	3919133	-	SAOUHSC_00398	YP_498985.1	403	-	restriction modification system specificity subunit
chr	NC_007795.1	402508	403185	+	3919134	-	SAOUHSC_00399	YP_498986.1	225	-	superantigen-like protein
chr	NC_007795.1	403207	404715	+	3919135	-	SAOUHSC_00400	YP_498987.1	502	-	hypothetical protein SAOUHSC_00400
chr	NC_007795.1	404819	405127	-	3919136	-	SAOUHSC_00401	YP_498988.1	102	-	hypothetical protein SAOUHSC_00401
chr	NC_007795.1	405465	406283	+	3920561	-	SAOUHSC_00402	YP_498989.1	272	-	hypothetical protein SAOUHSC_00402
chr	NC_007795.1	406302	407087	+	3920562	-	SAOUHSC_00404	YP_498990.1	261	-	hypothetical protein SAOUHSC_00404
chr	NC_007795.1	407345	408082	+	3920563	-	SAOUHSC_00405	YP_498991.1	245	-	hypothetical protein SAOUHSC_00405
chr	NC_007795.1	408072	409400	+	3920564	-	SAOUHSC_00406	YP_498992.1	442	-	hypothetical protein SAOUHSC_00406
chr	NC_007795.1	409397	409720	+	3920565	-	SAOUHSC_00407	YP_498993.1	107	-	hypothetical protein SAOUHSC_00407
chr	NC_007795.1	409739	410053	+	3920566	-	SAOUHSC_00408	YP_498994.1	104	-	hypothetical protein SAOUHSC_00408
chr	NC_007795.1	410343	410603	-	3920567	-	SAOUHSC_00409	YP_498995.1	86	-	hypothetical protein SAOUHSC_00409
chr	NC_007795.1	410722	411924	+	3920568	-	SAOUHSC_00410	YP_498996.1	400	-	hypothetical protein SAOUHSC_00410
chr	NC_007795.1	412193	412321	+	3920569	-	SAOUHSC_00411	YP_498997.1	42	-	hypothetical protein SAOUHSC_00411
chr	NC_007795.1	413512	414996	+	3920570	-	SAOUHSC_00412	YP_498998.1	494	-	NADH dehydrogenase subunit 5
chr	NC_007795.1	415009	417714	+	3920571	-	SAOUHSC_00413	YP_498999.1	901	-	hypothetical protein SAOUHSC_00413
chr	NC_007795.1	417876	418238	+	3920572	-	SAOUHSC_00414	YP_499000.1	120	-	hypothetical protein SAOUHSC_00414
chr	NC_007795.1	418467	418883	-	3920573	-	SAOUHSC_00415	YP_499001.1	138	-	hypothetical protein SAOUHSC_00415
chr	NC_007795.1	418921	419595	+	3920574	-	SAOUHSC_00416	YP_499002.1	224	-	hypothetical protein SAOUHSC_00416
chr	NC_007795.1	419632	420366	+	3920575	-	SAOUHSC_00417	YP_499003.1	244	-	hypothetical protein SAOUHSC_00417
chr	NC_007795.1	420544	420657	+	3920576	-	SAOUHSC_00418	YP_499004.1	37	-	hypothetical protein SAOUHSC_00418
chr	NC_007795.1	420822	422159	+	3920577	-	SAOUHSC_00420	YP_499005.1	445	-	hypothetical protein SAOUHSC_00420
chr	NC_007795.1	422376	423290	+	3920578	-	SAOUHSC_00421	YP_499006.1	304	-	hypothetical protein SAOUHSC_00421
chr	NC_007795.1	423274	424416	+	3920579	-	SAOUHSC_00422	YP_499007.1	380	-	trans-sulfuration enzyme family protein
chr	NC_007795.1	424710	425735	+	3919097	-	SAOUHSC_00423	YP_499008.1	341	-	hypothetical protein SAOUHSC_00423
chr	NC_007795.1	425739	426398	+	3919098	-	SAOUHSC_00424	YP_499009.1	219	-	ABC transporter permease
chr	NC_007795.1	426435	427277	+	3919099	-	SAOUHSC_00426	YP_499010.1	280	-	ABC transporter substrate-binding protein
chr	NC_007795.1	427609	428613	+	3919100	-	SAOUHSC_00427	YP_499011.1	334	-	autolysin
chr	NC_007795.1	428798	429067	-	3919101	-	SAOUHSC_00428	YP_499012.1	89	-	hypothetical protein SAOUHSC_00428
chr	NC_007795.1	429216	429611	+	3919102	-	SAOUHSC_00429	YP_499013.1	131	-	MutT/nudix family protein
chr	NC_007795.1	429601	430086	+	3919103	-	SAOUHSC_00430	YP_499014.1	161	-	hypothetical protein SAOUHSC_00430
chr	NC_007795.1	430255	431037	-	3919104	-	SAOUHSC_00431	YP_499015.1	260	-	hypothetical protein SAOUHSC_00431
chr	NC_007795.1	431034	432152	-	3919105	-	SAOUHSC_00433	YP_499016.1	372	-	hypothetical protein SAOUHSC_00433
chr	NC_007795.1	432267	433151	-	3919106	-	SAOUHSC_00434	YP_499017.1	294	-	LysR family transcriptional regulator
chr	NC_007795.1	433332	437831	+	3919107	-	SAOUHSC_00435	YP_499018.1	1499	-	glutamate synthase large subunit
chr	NC_007795.1	437849	439312	+	3919108	gltD	SAOUHSC_00436	YP_499019.1	487	-	glutamate synthase subunit beta
chr	NC_007795.1	440144	441571	+	3919109	-	SAOUHSC_00437	YP_499020.1	475	-	hypothetical protein SAOUHSC_00437
chr	NC_007795.1	441635	443275	+	3919110	-	SAOUHSC_00438	YP_499021.1	546	-	alpha amylase family protein
chr	NC_007795.1	443300	444028	+	3919111	-	SAOUHSC_00439	YP_499022.1	242	-	hypothetical protein SAOUHSC_00439
chr	NC_007795.1	444428	444529	+	3919112	-	SAOUHSC_00440	YP_499023.1	33	-	hypothetical protein SAOUHSC_00440
chr	NC_007795.1	444667	445191	+	3919113	-	SAOUHSC_00441	YP_499024.1	174	-	hypothetical protein SAOUHSC_00441
chr	NC_007795.1	445284	446957	+	3919114	-	SAOUHSC_00442	YP_499025.1	557	-	DNA polymerase III subunits gamma and tau
chr	NC_007795.1	447047	447364	+	3919115	-	SAOUHSC_00444	YP_499026.1	105	-	hypothetical protein SAOUHSC_00444
chr	NC_007795.1	447371	447967	+	3919116	recR	SAOUHSC_00445	YP_499027.1	198	-	recombination protein RecR
chr	NC_007795.1	448172	448270	+	3920309	-	SAOUHSC_00446	YP_499028.1	32	-	hypothetical protein SAOUHSC_00446
chr	NC_007795.1	454730	456067	+	3920310	-	SAOUHSC_00450	YP_499029.1	445	-	Orn/Lys/Arg decarboxylase
chr	NC_007795.1	456069	456686	+	3920311	tmk	SAOUHSC_00451	YP_499030.1	205	-	thymidylate kinase
chr	NC_007795.1	456714	457043	+	3920312	-	SAOUHSC_00452	YP_499031.1	109	-	hypothetical protein SAOUHSC_00452
